,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Blank,SOS
1,Monte Morris,2014-15,Iowa State,Big 12,34,34,33.9,4.6,9.0,0.507,3.6,6.6,0.547,0.9,2.4,0.395,1.9,2.5,0.753,0.7,2.7,3.4,5.2,1.9,0.4,1.1,1.3,11.9,,9.15
2,Monte Morris,2015-16,Iowa State,Big 12,35,35,38.0,5.4,11.0,0.487,4.3,8.0,0.536,1.1,3.0,0.358,2.0,2.7,0.7290000000000001,0.7,3.2,3.9,6.9,1.8,0.3,1.6,1.6,13.8,,10.16
3,Monte Morris,2016-17,Iowa State,Big 12,35,35,35.3,6.2,13.3,0.465,4.6,9.2,0.503,1.5,4.1,0.378,2.5,3.2,0.802,1.1,3.7,4.8,6.2,1.5,0.3,1.2,1.5,16.4,,11.94
0,Edmond Sumner,2014-15,Xavier,Big East,6,0,7.2,0.3,1.7,0.2,0.3,1.2,0.28600000000000003,0.0,0.5,0.0,0.7,1.0,0.667,0.3,0.5,0.8,1.0,0.3,0.0,0.8,1.5,1.3,,9.48
1,Edmond Sumner,2015-16,Xavier,Big East,31,29,25.9,3.3,8.3,0.397,2.5,5.6,0.44299999999999995,0.8,2.7,0.301,3.6,5.0,0.727,0.5,2.9,3.4,3.6,1.3,0.2,2.1,2.3,11.0,,8.43
2,Edmond Sumner,2016-17,Xavier,Big East,21,20,33.1,4.8,10.0,0.479,4.2,8.0,0.5329999999999999,0.6,2.1,0.273,4.8,6.5,0.735,0.5,3.8,4.3,5.0,1.3,0.8,2.8,2.4,15.0,,11.51
0,Kadeem Allen,2015-16,Arizona,Pac-12,34,28,24.9,2.9,6.3,0.465,2.4,4.9,0.4970000000000001,0.5,1.5,0.36,2.0,2.8,0.705,0.2,2.9,3.1,3.6,1.0,0.8,2.0,2.4,8.4,,7.23
1,Kadeem Allen,2016-17,Arizona,Pac-12,34,33,30.0,3.1,6.9,0.453,2.2,4.7,0.466,0.9,2.2,0.4270000000000001,2.5,3.4,0.741,0.4,3.7,4.0,3.0,1.6,0.6,1.9,2.4,9.8,,7.63
0,Alec Peters,2013-14,Valparaiso,Horizon,34,34,29.6,4.5,9.2,0.49,2.9,4.9,0.588,1.7,4.4,0.38299999999999995,2.0,2.6,0.773,1.0,3.9,4.8,1.4,0.9,0.1,1.9,2.2,12.7,,-0.24
1,Alec Peters,2014-15,Valparaiso,Horizon,34,34,30.6,5.7,11.7,0.489,3.3,6.5,0.507,2.4,5.2,0.466,2.9,3.4,0.8290000000000001,1.9,4.8,6.7,1.2,0.7,0.3,1.4,2.0,16.8,,-2.0
2,Alec Peters,2015-16,Valparaiso,Horizon,37,37,32.1,6.0,11.9,0.505,3.6,6.4,0.562,2.5,5.6,0.44,3.8,4.5,0.85,2.5,5.9,8.4,1.3,0.7,0.3,1.7,2.1,18.4,,0.02
3,Alec Peters,2016-17,Valparaiso,Horizon,29,29,35.1,7.5,16.1,0.466,5.5,10.6,0.519,2.0,5.5,0.363,5.9,6.7,0.887,2.6,7.6,10.1,2.2,0.8,0.4,2.4,2.2,23.0,,-1.59
0,Nigel Williams-Goss,2013-14,Washington,Pac-12,32,32,33.2,5.3,11.3,.464,4.3,8.5,.500,1.0,2.8,.356,1.9,2.6,.723,0.8,3.6,4.4,4.4,1.1,0.2,2.9,2.3,13.4,,6.45
1,Nigel Williams-Goss,2014-15,Washington,Pac-12,30,30,36.8,6.2,14.0,.442,5.5,11.2,.490,0.7,2.9,.256,2.5,3.2,.763,0.7,4.0,4.7,5.9,1.1,0.2,2.8,1.9,15.6,,4.83
2,Nigel Williams-Goss,2016-17,Gonzaga,WCC,38,38,32.8,5.8,11.9,.486,4.7,8.8,.527,1.1,3.1,.368,4.1,4.8,.867,0.6,5.4,6.0,4.7,1.7,0.1,2.1,1.6,16.8,,4.13
